exception,artist_num,artist_follower_num,artist_alias,follower_alias,comments_count,followers_count,followings_count,last_modified,likes_count,plan,playlist_count,public_favorites_count,reposts_count,track_count,uri,username
no exception,2,137,abc-open,jessicahinchliffe,0,11,36,2016/09/06 02:42:16 +0000,0,Free,2,0,22,8,https://api.soundcloud.com/users/73936554,JessicaHinchliffe
no exception,2,138,abc-open,catherine-mahony,0,2,2,2015/05/02 11:54:42 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/150870570,Catherine Mahony
no exception,2,139,abc-open,generationj-podcast,0,18,87,2016/10/26 03:04:39 +0000,0,Pro Unlimited,1,0,0,30,https://api.soundcloud.com/users/175739643,Mojo news
no exception,2,140,abc-open,alyce_taylor_uow,0,1,1,2011/05/05 06:57:10 +0000,0,Free,0,0,0,2,https://api.soundcloud.com/users/4534726,ALYCE_TAYLOR_UOW
no exception,2,141,abc-open,natashacann,0,18,18,2014/05/02 04:52:13 +0000,0,Free,0,0,0,1,https://api.soundcloud.com/users/5705983,NatashaCann
no exception,2,142,abc-open,arianthe,8,8,13,2015/10/01 05:16:14 +0000,0,Free,1,0,0,4,https://api.soundcloud.com/users/26380547,Arianthe
no exception,2,143,abc-open,paul-j-french,16,8,32,2012/10/23 18:36:18 +0000,0,Free,0,0,0,7,https://api.soundcloud.com/users/26764641,Paul J. French
no exception,2,144,abc-open,dt_downunder,0,12,22,2015/09/02 23:52:51 +0000,0,Free,0,0,0,6,https://api.soundcloud.com/users/26873787,dt_downunder
no exception,2,145,abc-open,katreeeena,0,36,42,2012/11/25 09:55:42 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/29059486,katreeeena
no exception,2,146,abc-open,hotel-journalist,3,20,183,2014/10/08 04:37:42 +0000,0,Free,0,0,0,6,https://api.soundcloud.com/users/83668096,Hotel Journalist
no exception,2,147,abc-open,sharyn-brand,0,5,6,2014/12/10 07:29:06 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/98118325,sharyn brand
no exception,2,148,abc-open,tracey-preston-5,0,6,1,2015/06/15 06:51:56 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/158199137,Tracey Preston
no exception,2,149,abc-open,sarah-jacko-750054256,0,1,1,2015/12/19 01:10:19 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/193862214,Sarah Jacko
no exception,2,150,abc-open,sburke66,1,7,49,2015/12/22 11:42:53 +0000,0,Free,0,0,0,2,https://api.soundcloud.com/users/3921382,Sburke66
no exception,2,151,abc-open,abcnsw,6,532,50,2016/12/18 23:40:13 +0000,0,Pro Unlimited,69,0,5,3251,https://api.soundcloud.com/users/23146284,ABC NSW
no exception,2,152,abc-open,mlbernstein,0,36,754,2014/05/19 21:09:02 +0000,0,Free,0,0,3,0,https://api.soundcloud.com/users/36708180,mlbernstein
no exception,2,153,abc-open,ben-tupas,1,22,24,2015/10/07 11:49:17 +0000,0,Free,1,0,0,35,https://api.soundcloud.com/users/54379537,ABC Open Southern QLD
no exception,2,154,abc-open,774-abc-melbourne,3,2149,48,2016/09/14 10:14:27 +0000,0,Pro Unlimited,42,0,7,3746,https://api.soundcloud.com/users/51603953,774 ABC Melbourne
no exception,2,155,abc-open,natfigbar,0,2,222,2016/07/01 14:51:19 +0000,0,Free,0,0,2,1,https://api.soundcloud.com/users/59036762,NatFigBar
no exception,2,156,abc-open,sunnyelliott,0,20,118,2015/09/08 23:11:52 +0000,0,Free,0,0,3,1,https://api.soundcloud.com/users/116795634,Sunny Elliott
no exception,2,157,abc-open,ben-millington-3,0,12,3,2014/10/20 04:46:46 +0000,0,Free,0,0,4,6,https://api.soundcloud.com/users/23536530,BenMillington
no exception,2,158,abc-open,amworldtodaypm,0,163,38,2016/10/17 01:10:33 +0000,0,Pro Unlimited,2,0,0,344,https://api.soundcloud.com/users/108063019,amworldtodaypm
no exception,2,159,abc-open,louise-love,2,209,576,2016/11/04 22:03:18 +0000,0,Free,3,0,2,24,https://api.soundcloud.com/users/6913814,Louise Love
no exception,2,160,abc-open,abc-open-broken-hill,0,24,12,2016/11/24 04:08:33 +0000,0,Pro Unlimited,11,0,0,103,https://api.soundcloud.com/users/52367740,ABC Open Broken Hill
no exception,2,161,abc-open,wayne-krumbach,154,109,1357,2016/06/10 14:32:00 +0000,0,Free,17,0,52,0,https://api.soundcloud.com/users/22498236,Wayne Krumbach
no exception,2,162,abc-open,buriedalivemanagement,5,156,461,2013/04/03 11:14:12 +0000,0,Free,2,0,1,14,https://api.soundcloud.com/users/8154030,Buriedalivemanagement
no exception,2,163,abc-open,willkabc,0,14,22,2015/10/22 06:58:12 +0000,0,Free,0,0,1,21,https://api.soundcloud.com/users/60256210,willkopen
no exception,2,164,abc-open,cfsmtb,0,5,57,2016/01/12 15:31:20 +0000,0,Free,1,0,0,1,https://api.soundcloud.com/users/199041522,cfsmtb
no exception,2,165,abc-open,ajscully,6,64,28,2015/04/05 07:32:08 +0000,0,Free,4,0,0,33,https://api.soundcloud.com/users/3481429,ajscully
no exception,2,166,abc-open,jim,15,661,1099,2016/10/22 19:09:10 +0000,0,Pro Unlimited,10,0,247,99,https://api.soundcloud.com/users/5833819,jimcolgan
no exception,2,167,abc-open,benfawkes,294,9908,2000,2016/11/12 08:58:18 +0000,0,Pro Unlimited,138,0,897,588,https://api.soundcloud.com/users/70505,Ben Fawkes
no exception,2,168,abc-open,awrd,0,7,32,2015/05/20 11:11:28 +0000,0,Free,1,0,3,2,https://api.soundcloud.com/users/1964605,awrd
no exception,2,169,abc-open,australian_norwegian,10,38,22,2015/10/07 20:35:31 +0000,0,Free,2,0,1,27,https://api.soundcloud.com/users/5193875,Australian Norwegian
no exception,2,170,abc-open,wordbiz,0,11,61,2014/10/11 08:24:07 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/15604694,Wordbiz
no exception,2,171,abc-open,jorgebautista-2,2,0,33,2014/12/04 20:13:14 +0000,0,Free,0,0,0,1,https://api.soundcloud.com/users/16546406,JORGEBAUTISTA
no exception,2,172,abc-open,serena-j,2,20,75,2014/04/07 04:09:57 +0000,0,Free,0,0,2,0,https://api.soundcloud.com/users/44921295,Serena J
no exception,2,173,abc-open,abc-overnights,0,31,8,2015/08/18 10:39:29 +0000,0,Free,0,0,0,5,https://api.soundcloud.com/users/48023348,ABC Overnights
no exception,2,174,abc-open,inkredible_em,2,3,14,2016/09/20 16:02:06 +0000,0,Free,2,0,0,3,https://api.soundcloud.com/users/65527887,Inkredible_EM
no exception,2,175,abc-open,walterheisenburg,0,96,944,2014/01/05 02:13:50 +0000,0,Free,0,0,4,0,https://api.soundcloud.com/users/73373046,WalterHeisenburg
no exception,2,176,abc-open,byron-norman,0,4,37,2015/04/12 07:15:33 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/147788235,Byron Norman
no exception,2,177,abc-open,susanne-kitchener,0,0,1,2015/11/22 02:56:19 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/188346579,Susanne Kitchener
no exception,2,178,abc-open,organ-grinder,10,151,801,2015/08/27 01:42:40 +0000,0,Free,0,0,18,11,https://api.soundcloud.com/users/1780986,organ grinder
no exception,2,179,abc-open,hyperion_tapes,80,201,446,2015/08/28 03:05:17 +0000,0,Free,6,0,2,32,https://api.soundcloud.com/users/5292742,//H Y P E R I O N
no exception,2,180,abc-open,soundcloud-workshop,0,14,75,2012/02/22 00:22:38 +0000,0,Free,0,0,0,13,https://api.soundcloud.com/users/12242688,workshop
no exception,2,181,abc-open,alanindarwin,0,10,53,2015/09/06 00:29:21 +0000,0,Free,1,0,0,0,https://api.soundcloud.com/users/26383124,Alan in Darwin
no exception,2,182,abc-open,kaity-lawrence,0,2,109,2013/07/23 04:08:34 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/51968892,Kaity Lawrence
no exception,2,183,abc-open,aplacecalledhome-1,0,0,8,2013/07/29 10:56:17 +0000,0,Free,1,0,0,0,https://api.soundcloud.com/users/52473095,aplacecalledhome
no exception,2,184,abc-open,ausyoulater,0,2,51,2015/11/14 06:41:16 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/57125643,ausyoulater
no exception,2,185,abc-open,roxannelawrence,0,146,952,2014/03/07 23:40:56 +0000,0,Free,0,0,3,0,https://api.soundcloud.com/users/76242002,RoxanneLawrence
no exception,2,186,abc-open,craig-tinsley-791543142,0,0,5,2015/11/15 05:20:02 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/186884436,Craig Tinsley
no exception,2,187,abc-open,louise-ritchie-87160878,0,2,2,2015/11/22 04:02:06 +0000,0,Free,0,0,1,0,https://api.soundcloud.com/users/188354623,Louise Ritchie
no exception,2,188,abc-open,user6356728,1,17,42,2016/10/10 18:57:42 +0000,0,Free,2,0,0,13,https://api.soundcloud.com/users/1631723,GemBauman
no exception,2,189,abc-open,brianhurst,0,5,27,2016/12/20 00:25:22 +0000,0,Free,1,0,0,32,https://api.soundcloud.com/users/33223172,BrianHurst
no exception,2,190,abc-open,a-man-apart-drichardson,5,25,54,2016/02/19 15:41:13 +0000,0,Pro Unlimited,1,0,0,24,https://api.soundcloud.com/users/60899444,A Man Apart (DPR)
no exception,2,191,abc-open,humananimalscience,0,53,24,2014/06/14 13:37:46 +0000,0,Free,0,0,10,7,https://api.soundcloud.com/users/76402791,Human Animal Science
no exception,2,192,abc-open,grant-morgan-13,0,10,28,2016/06/08 02:00:03 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/96757019,Grant Morgan 13
no exception,2,193,abc-open,auzzie22314,0,0,7,2016/08/14 18:07:08 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/106932282,Auzzie22314
no exception,3,1,thebradcarter,86021r,0,4,192,2014/02/15 15:06:56 +0000,0,Free,5,0,2,0,https://api.soundcloud.com/users/80291859,86021r
no exception,3,2,thebradcarter,kwat,0,10,3,2016/10/04 17:29:43 +0000,0,Free,1,0,0,28,https://api.soundcloud.com/users/640860,kwat
no exception,3,3,thebradcarter,user228714806,0,16,683,2015/08/17 05:24:32 +0000,0,Free,0,0,10,0,https://api.soundcloud.com/users/167783776,user228714806
no exception,3,4,thebradcarter,justinmeader,3,39,102,2016/03/20 18:11:07 +0000,0,Free,2,0,1,21,https://api.soundcloud.com/users/2664137,Justin Meader
no exception,3,5,thebradcarter,maiahwynne,5,41,88,2016/04/21 08:17:47 +0000,0,Free,1,0,1,15,https://api.soundcloud.com/users/65335469,MaiahWynne
no exception,3,6,thebradcarter,loveskidj,12,215,414,2016/05/04 05:58:26 +0000,0,Free,0,0,1,5,https://api.soundcloud.com/users/455330,K Loveski
no exception,3,7,thebradcarter,studioste,23,30,21,2016/01/23 21:14:14 +0000,0,Free,5,0,1,30,https://api.soundcloud.com/users/3225469,Studioste
no exception,3,8,thebradcarter,blizz-3,1,14,8,2016/03/03 13:51:19 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/4592953,Blizzke
no exception,3,9,thebradcarter,mikeipedia,5,14,39,2016/02/14 22:33:03 +0000,0,Free,1,0,13,0,https://api.soundcloud.com/users/24369506,Mikeipedia
no exception,3,10,thebradcarter,annie-wood-3,0,47,106,2014/11/20 17:54:42 +0000,0,Free,1,0,0,5,https://api.soundcloud.com/users/33132422,annie wood
no exception,3,11,thebradcarter,heather-faith-easler-stokes,0,10,1,2016/04/26 15:48:08 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/52351623,Heather Easler-Stokes
no exception,3,12,thebradcarter,katu_sc,0,2,29,2015/08/21 14:29:00 +0000,0,Free,0,0,0,2,https://api.soundcloud.com/users/54032480,katu_sc
no exception,3,13,thebradcarter,monica-clay-624540553,0,1,1,2015/12/31 01:23:07 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/196546157,Monica Clay
no exception,3,14,thebradcarter,user-142194753,0,0,3,2016/01/08 14:48:22 +0000,0,Free,1,0,0,0,https://api.soundcloud.com/users/197950793,houstonrogers
no exception,3,15,thebradcarter,hector-gomez-mieggi,0,0,1,2016/10/17 15:42:18 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/262208664,Hector Gomez Mieggi
no exception,3,16,thebradcarter,evilrobert,9,33,144,2016/03/11 23:57:56 +0000,0,Free,1,0,5,1,https://api.soundcloud.com/users/2473318,evilrobert
no exception,3,17,thebradcarter,danielle-dissmore,3,76,18,2016/03/28 23:43:00 +0000,0,Free,1,0,0,7,https://api.soundcloud.com/users/11204918,Danielle Dissmore
no exception,3,18,thebradcarter,lester-rottenfeld,0,12,5,2015/03/05 21:48:01 +0000,0,Free,2,0,1,0,https://api.soundcloud.com/users/31380635,Lester Rottenfeld
no exception,3,19,thebradcarter,mario-meier-6,0,6,19,2015/09/15 17:51:44 +0000,0,Free,1,0,1,0,https://api.soundcloud.com/users/43124449,mario.meier
no exception,3,20,thebradcarter,susie-gaskins,1,15,8,2015/03/11 16:30:50 +0000,0,Free,0,0,3,0,https://api.soundcloud.com/users/47315462,Susie Gaskins
no exception,3,21,thebradcarter,jay-armitage,0,2,1,2015/12/26 20:11:06 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/48480987,Jay Armitage 1
no exception,3,22,thebradcarter,charlotte-keel-watson,0,0,1,2015/12/26 22:38:39 +0000,0,Free,0,0,2,0,https://api.soundcloud.com/users/195636013,Charlotte Keel Watson
no exception,3,23,thebradcarter,user-398874066,0,0,2,2015/12/27 05:57:00 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/195698411,User 398874066
no exception,3,24,thebradcarter,user-630046552,0,1,1,2015/12/31 14:46:25 +0000,0,Free,0,0,1,0,https://api.soundcloud.com/users/196640537,User 630046552
no exception,3,25,thebradcarter,susana-i-caro,0,2,4,2016/01/02 22:08:34 +0000,0,Free,15,0,1,0,https://api.soundcloud.com/users/197111519,Susana I. Caro
no exception,3,26,thebradcarter,megalomanium,3,7,24,2016/02/25 16:10:10 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/40076479,Meghan Fox
no exception,3,27,thebradcarter,bbboy20-1,12,4,60,2016/02/20 05:23:09 +0000,0,Free,1,0,1,0,https://api.soundcloud.com/users/41763999,BBBoy20
no exception,3,28,thebradcarter,laudiaean,0,13,496,2016/04/15 13:17:09 +0000,0,Free,0,0,9,0,https://api.soundcloud.com/users/167888804,Claudia Dean
no exception,3,29,thebradcarter,stephanie-walker-gibbons,0,1,1,2015/12/31 20:29:29 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/196700831,Stephanie Walker Gibbons
no exception,3,30,thebradcarter,user-606533467,0,1,1,2016/01/02 01:09:48 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/196930291,User 606533467
no exception,4,1,bfz,albin0_beezy,8,63,349,2016/01/08 11:49:04 +0000,0,Free,1,0,115,0,https://api.soundcloud.com/users/90734197,Semipixelated
no exception,4,2,bfz,leonardo_meira,10,89,227,2015/09/18 15:48:52 +0000,0,Free,0,0,17,0,https://api.soundcloud.com/users/4441137,Leo Meira
no exception,4,3,bfz,rossanotorre,16,212,1962,2016/04/26 16:10:05 +0000,0,Free,0,0,0,15,https://api.soundcloud.com/users/74917324,Rossano Torre Pianist
no exception,4,4,bfz,coreen-morsink,17,71,69,2016/10/26 12:49:35 +0000,0,Free,1,0,3,15,https://api.soundcloud.com/users/6798026,Coreen Morsink
no exception,4,5,bfz,akosnagy,0,124,39,2016/11/30 21:40:20 +0000,0,Free,0,0,2,21,https://api.soundcloud.com/users/5697071,Akos Nagy
no exception,4,6,bfz,sarolta-eoris,0,2,17,2016/07/23 16:14:11 +0000,0,Free,0,0,0,17,https://api.soundcloud.com/users/39405512,sarolta eorsi
no exception,4,7,bfz,or-finned,0,61,434,2016/03/12 20:35:16 +0000,0,Free,4,0,0,3,https://api.soundcloud.com/users/91382099,orfinned
no exception,4,8,bfz,aminulik,0,11,93,2015/12/30 21:41:41 +0000,0,Free,1,0,0,0,https://api.soundcloud.com/users/142702872,Aminul Islam
no exception,4,9,bfz,cecilia-emilia-sala,3,59,735,2016/10/02 09:10:05 +0000,0,Free,0,0,0,4,https://api.soundcloud.com/users/32772452,Cecilia Sala
no exception,4,10,bfz,angyalg,0,37,115,2016/10/12 13:46:54 +0000,0,Free,1,0,78,0,https://api.soundcloud.com/users/6236365,Gergő Angyal
no exception,4,11,bfz,mostafa-s-makkiah,1,75,185,2016/12/17 21:18:22 +0000,0,Free,0,0,234,0,https://api.soundcloud.com/users/55174552,Mostafa S. Makkiah
no exception,4,12,bfz,xjasx,11,406,2003,2016/12/05 09:15:56 +0000,0,Free,1,0,0,19,https://api.soundcloud.com/users/32963654,xJASx
no exception,4,13,bfz,zveneczi,14,29,38,2015/11/15 12:38:38 +0000,0,Pro,0,0,0,39,https://api.soundcloud.com/users/12742,zveneczi
no exception,4,14,bfz,bkrcz,178,76,391,2016/11/01 20:50:09 +0000,0,Free,10,0,207,0,https://api.soundcloud.com/users/6164503,bkrcz
no exception,4,15,bfz,ruthm123,3,118,815,2016/12/28 15:16:31 +0000,0,Free,2,0,530,0,https://api.soundcloud.com/users/89228421,RuthMcCutcheon
no exception,4,16,bfz,velopodmusic,367,517,532,2016/07/07 21:27:55 +0000,0,Pro,2,0,13,166,https://api.soundcloud.com/users/15477322,Velopod
no exception,4,17,bfz,randala,0,240,2000,2016/12/18 10:59:17 +0000,0,Free,2,0,0,12,https://api.soundcloud.com/users/7475742,NMDOAO
no exception,4,18,bfz,nonna-yuryevna,1,342,1613,2016/03/13 13:31:00 +0000,0,Free,105,0,10055,0,https://api.soundcloud.com/users/119996408,@NunufarH
no exception,4,19,bfz,papi91,53,174,706,2016/10/16 09:18:02 +0000,0,Free,8,0,9,0,https://api.soundcloud.com/users/631205,papi91
no exception,4,20,bfz,tuqaalsarraj,4,24,35,2016/06/10 12:09:29 +0000,0,Free,32,0,6,4,https://api.soundcloud.com/users/153008913,Tuqa Al-Sarraj
no exception,4,21,bfz,kispetho,4,24,164,2016/10/31 22:12:41 +0000,0,Free,0,0,6,0,https://api.soundcloud.com/users/5594893,kispetho
no exception,4,22,bfz,edina-varga,0,10,28,2016/01/14 16:32:22 +0000,0,Free,1,0,0,0,https://api.soundcloud.com/users/11510162,Edina Varga
no exception,4,23,bfz,mahan-bastani-parizi,0,95,67,2015/08/20 08:43:32 +0000,0,Free,0,0,10,0,https://api.soundcloud.com/users/19076416,Mahan Bastani Parizi
no exception,4,24,bfz,istv-n-g-l-6,0,0,26,2016/09/27 11:34:12 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/66566645,István Gál 6
no exception,4,25,bfz,tmnetworks,0,21,212,2016/04/22 05:08:41 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/107503448,TM_Networks
no exception,4,26,bfz,gang-china-lu,0,0,3,2015/11/05 01:19:38 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/184793784,Gang-china Lu
no exception,4,27,bfz,paml-870758423,0,3,9,2016/02/05 16:41:25 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/193200057,Paml
no exception,4,28,bfz,vrarikaasakivembrika91,0,0,13,2016/08/24 15:24:45 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/207895673,vra91-rikaasakivembrika91
no exception,4,29,bfz,user-374291246,0,5,19,2016/07/17 18:39:11 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/241153457,Vadym
no exception,4,30,bfz,user-474586739,0,1,1,2016/12/06 10:09:35 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/273107822,fdsamano
no exception,4,31,bfz,bence_szemerey,11,28,69,2016/10/15 22:52:38 +0000,0,Free,0,0,1,3,https://api.soundcloud.com/users/154252,Bence Szemerey
no exception,4,32,bfz,dyqha5wwvfma,0,2,12,2015/07/06 17:53:48 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/81198318,user889143707
no exception,4,33,bfz,malcolm-marlboro,1,8,25,2016/04/10 20:30:51 +0000,0,Free,0,0,1,1,https://api.soundcloud.com/users/97181250,Malcolm Marlboro
no exception,4,34,bfz,balazs-hunka,0,12,163,2015/09/27 20:41:48 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/107986401,Balazs Hunka
no exception,4,35,bfz,theunis-bredenkamp,0,14,50,2015/02/04 04:52:30 +0000,0,Free,6,0,2,0,https://api.soundcloud.com/users/136744283,Theunis Bredenkamp
no exception,4,36,bfz,kirillstgl,0,6,24,2015/08/22 16:01:12 +0000,0,Free,0,0,4,0,https://api.soundcloud.com/users/137032572,кштгл
no exception,4,37,bfz,zolt-n-f-bi-n-841443150,0,1,2,2015/12/22 13:59:49 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/194575061,Zoltán Fábián
no exception,4,38,bfz,pichurasta-jer-nimo-ponce-hofmann,0,3,35,2016/04/25 15:45:45 +0000,0,Free,0,0,1,0,https://api.soundcloud.com/users/222196949,PichuRasta Hofmann
no exception,4,39,bfz,user-900963548,0,1,6,2016/10/15 10:53:36 +0000,0,Free,2,0,0,0,https://api.soundcloud.com/users/228850555,M
no exception,4,40,bfz,user-936480859,0,0,1,2016/12/28 15:12:22 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/261467596,Gabriela
no exception,4,41,bfz,senecaparis3,1,6,30,2016/05/18 14:40:48 +0000,0,Free,1,0,6,3,https://api.soundcloud.com/users/2023145,SenecaParis3
no exception,4,42,bfz,daszk-l-anett,0,17,101,2016/10/31 11:53:15 +0000,0,Free,1,0,0,0,https://api.soundcloud.com/users/14105068,Daszkál Anett
no exception,4,43,bfz,ahmet-sani,28,28,181,2015/10/07 08:34:10 +0000,0,Free,2,0,82,0,https://api.soundcloud.com/users/31985893,DeepofSoul
no exception,4,44,bfz,wykthory,0,12,44,2016/06/21 16:12:52 +0000,0,Free,20,0,0,2,https://api.soundcloud.com/users/32259520,Wicktheory
no exception,4,45,bfz,kristofhorvath,0,5,103,2016/10/17 09:59:26 +0000,0,Free,0,0,7,0,https://api.soundcloud.com/users/35886388,kristofhorvath
no exception,4,46,bfz,lelembelis,0,60,277,2016/11/16 21:33:22 +0000,0,Free,7,0,283,0,https://api.soundcloud.com/users/53468494,lelèmbëlis
no exception,4,47,bfz,coco-java,0,1,1,2015/12/15 13:09:01 +0000,0,Free,0,0,0,1,https://api.soundcloud.com/users/193205926,Coco Java
no exception,4,48,bfz,user-160282009,0,0,2,2016/01/10 15:26:05 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/198452818,User 160282009
no exception,4,49,bfz,andrea-boldizsar,0,2,1,2016/10/04 20:32:43 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/259239430,Andrea Boldizsár
no exception,4,50,bfz,roland-denes-327142747,0,0,1,2016/10/05 04:12:54 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/259305297,Roland Denes
no exception,4,51,bfz,thomasmagnumbudapest,15,57,130,2015/10/05 15:11:57 +0000,0,Free,0,0,1,29,https://api.soundcloud.com/users/3417912,thomasmagnumbudapest
no exception,4,52,bfz,parham-ahmadi-1,74,340,803,2015/12/01 19:07:56 +0000,0,Free,1,0,606,45,https://api.soundcloud.com/users/71705290,parhamahmadi
no exception,4,53,bfz,southcaucasus-1,2,156,556,2016/10/28 13:38:40 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/10218091,Ralph Hälbig
no exception,4,54,bfz,shana-enki,4,76,673,2015/08/29 21:14:06 +0000,0,Free,0,0,0,21,https://api.soundcloud.com/users/40424687,Shana Enki
no exception,4,55,bfz,jan-libby,3,39,130,2016/05/15 15:25:33 +0000,0,Free,0,0,191,3,https://api.soundcloud.com/users/28356523,Jan Libby
no exception,4,56,bfz,the-english-composer,128,1302,1959,2016/10/14 03:56:38 +0000,0,Pro Unlimited,1,0,1,10,https://api.soundcloud.com/users/31151429,Andrew Webb-Mitchell
no exception,4,57,bfz,carl-oh,293,1591,1386,2015/10/08 10:15:41 +0000,0,Free,4,0,16,21,https://api.soundcloud.com/users/1158326,Carl Oh
no exception,4,58,bfz,gbrlla,0,41,93,2016/11/14 18:00:36 +0000,0,Free,1,0,0,7,https://api.soundcloud.com/users/4484354,gbrlla
no exception,4,59,bfz,vincentsheehan,681,1513,1814,2016/02/17 08:20:59 +0000,0,Free,1,0,0,17,https://api.soundcloud.com/users/4819201,The Royal Vincident
no exception,4,60,bfz,user585989496,1,14,106,2015/03/05 17:40:12 +0000,0,Free,0,0,19,0,https://api.soundcloud.com/users/135602520,user585989496
no exception,4,61,bfz,nuno-fernandes-47,0,12,383,2015/07/19 14:13:13 +0000,0,Free,4,0,12,0,https://api.soundcloud.com/users/61840647,Nuno Fernandes 52
no exception,4,62,bfz,dj_sylvie,30,287,102,2016/05/05 17:50:11 +0000,0,Free,1,0,11,20,https://api.soundcloud.com/users/4482655,DJ Sylvie
no exception,4,63,bfz,sutinemsuti,0,43,340,2016/06/07 08:01:32 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/3789952,sutinemsuti
no exception,4,64,bfz,esz-3,1,9,20,2012/07/08 18:40:24 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/19939653,ESz
no exception,4,65,bfz,akos-horvath-4,0,5,5,2012/12/11 16:45:51 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/30261258,Akos Horvath 6
no exception,4,66,bfz,tamas-solyom-1,0,26,7,2014/09/09 12:51:46 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/31483039,Tamas Solyom 1
no exception,4,67,bfz,sd-5-1,0,11,71,2015/10/11 00:49:04 +0000,0,Free,4,0,3,0,https://api.soundcloud.com/users/42519378,sd-5
no exception,4,68,bfz,user43862030-janschut,2,19,71,2016/01/11 11:38:02 +0000,0,Free,2,0,6,0,https://api.soundcloud.com/users/50464367,user43862030 janschut
no exception,4,69,bfz,alavari-tomi,0,3,182,2014/11/11 15:32:14 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/74522271,Alavari Tomi
no exception,4,70,bfz,user995244966,0,2,6,2015/02/09 20:24:04 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/137701281,user995244966
no exception,4,71,bfz,david-bogaerts-1,0,4,27,2015/05/20 12:13:31 +0000,0,Free,3,0,0,0,https://api.soundcloud.com/users/153796463,david bogaerts
no exception,4,72,bfz,barbara-187,0,0,5,2015/06/19 05:49:02 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/158413987,Barbara
no exception,4,73,bfz,bvizi,1,79,468,2016/12/09 14:40:10 +0000,0,Free,0,0,10,75,https://api.soundcloud.com/users/906223,bvizi
no exception,4,74,bfz,aboviolin,0,60,142,2015/08/27 21:32:36 +0000,0,Free,0,0,2,3,https://api.soundcloud.com/users/5506678,aboviolin
no exception,4,75,bfz,robert-vos-van,1,10,32,2014/09/04 06:02:45 +0000,0,Free,1,0,14,0,https://api.soundcloud.com/users/14365025,Robert Vos Van
no exception,4,76,bfz,akinori5,0,10,15,2015/08/25 11:28:54 +0000,0,Free,1,0,0,0,https://api.soundcloud.com/users/21930162,akinori5
no exception,4,77,bfz,mfarrokhnejad,1,22,70,2016/11/25 22:03:17 +0000,0,Free,1,0,65,1,https://api.soundcloud.com/users/22526560,Mohammad Farrokhnejad
no exception,4,78,bfz,headlineposts,0,134,410,2013/02/02 00:10:59 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/27744560,HeadlinePosts
no exception,4,79,bfz,gautheron-isabelle,0,11,31,2015/09/12 16:39:01 +0000,0,Free,1,0,15,0,https://api.soundcloud.com/users/29848352,ferlosio
no exception,4,80,bfz,hakimgeorge,1,8,70,2016/05/10 12:32:52 +0000,0,Free,20,0,3,15,https://api.soundcloud.com/users/32437113,Hakim George
