exception,artist_num,artist_follower_num,artist_alias,follower_alias,comments_count,followers_count,followings_count,last_modified,likes_count,plan,playlist_count,public_favorites_count,reposts_count,track_count,uri,username
no exception,4,81,bfz,atallah-quader,0,26,15,2015/10/08 15:39:42 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/72760806,Atallah Quader
no exception,4,82,bfz,lucamohacsi,0,1,19,2015/10/06 17:06:27 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/103565915,lucamohacsi
no exception,4,83,bfz,dom_ink,13,29,96,2015/11/20 19:01:24 +0000,0,Free,3,0,5,17,https://api.soundcloud.com/users/8105728,Dom.ink
no exception,4,84,bfz,daren-schlecter,6,61,236,2015/12/19 18:43:59 +0000,0,Free,2,0,4,2,https://api.soundcloud.com/users/11021851,Daren Schlecter
no exception,4,85,bfz,katalin-sz-ke,0,6,20,2015/01/18 14:22:47 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/11041837,Katalin Szőke
no exception,4,86,bfz,maringarcia,0,36,52,2016/05/12 18:29:28 +0000,0,Free,1,0,0,0,https://api.soundcloud.com/users/16854941,Mari Nascimento Garcia
no exception,4,87,bfz,la-lupacchiotta,0,1,1,2015/09/11 13:20:50 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/30572900,La Lupacchiotta
no exception,4,88,bfz,robkhit,4,45,775,2015/10/15 20:59:23 +0000,0,Free,1,0,0,0,https://api.soundcloud.com/users/35849014,robkhit
no exception,4,89,bfz,artem-zaytsev-1,0,19,55,2015/09/13 10:30:30 +0000,0,Free,0,0,0,4,https://api.soundcloud.com/users/38383229,Artem Zaytsev
no exception,4,90,bfz,linkinwhark,0,0,46,2015/12/02 09:33:59 +0000,0,Free,1,0,0,1,https://api.soundcloud.com/users/54602704,linkinwhark
no exception,4,91,bfz,tamas-frey,0,7,38,2015/03/26 15:40:33 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/64893439,Tamas Frey
no exception,4,92,bfz,sandra-h-956236510,0,0,7,2015/09/19 21:47:57 +0000,0,Free,1,0,0,1,https://api.soundcloud.com/users/172616590,sandra h.
no exception,4,93,bfz,ashley726,30,168,868,2016/08/23 05:24:02 +0000,0,Free,0,0,18,1,https://api.soundcloud.com/users/1534128,ashleyinsh
no exception,4,94,bfz,sammy-11,0,3,30,2012/05/02 21:46:38 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/3629697,SammyS
no exception,4,95,bfz,vacakata,5,3,7,2016/09/16 03:15:02 +0000,0,Free,0,0,5,0,https://api.soundcloud.com/users/23589399,VACAKATA
no exception,4,96,bfz,ronnie-wayne-shipman,0,14,60,2013/02/12 00:14:04 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/35843071,Ronnie Wayne Shipman
no exception,4,97,bfz,pkeeet,0,1,22,2016/05/10 14:20:29 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/40061047,pkeeet
no exception,4,98,bfz,samuel-lima-56,1,15,87,2014/09/01 22:41:42 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/93140953,Samuel Lima 56
no exception,4,99,bfz,edith-kmetyko,0,0,4,2014/12/28 01:47:05 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/130039400,Edith Kmetyko
no exception,4,100,bfz,user138320633,0,0,2,2015/06/17 22:58:24 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/158620894,user138320633
no exception,4,101,bfz,samkest419,67,713,1933,2014/12/16 21:45:08 +0000,0,Free,1,0,1,24,https://api.soundcloud.com/users/5933875,Sammy Ray
no exception,4,102,bfz,abdullahbayyari,0,560,1170,2016/10/31 10:49:26 +0000,0,Free,0,0,794,1,https://api.soundcloud.com/users/9055023,Abdullah Al Bayyari
no exception,4,103,bfz,roxana-elkhayat,4,557,189,2014/12/06 01:02:26 +0000,0,Free,29,0,2081,1,https://api.soundcloud.com/users/46707837,Roxana Elkhayat
no exception,4,104,bfz,jonanu,15,99,630,2016/10/13 18:09:23 +0000,0,Free,1,0,9,3,https://api.soundcloud.com/users/54606393,Johannes
no exception,4,105,bfz,jonny-stewart-3,15,130,411,2016/11/14 17:19:13 +0000,0,Free,15,0,600,2,https://api.soundcloud.com/users/21577373,JayJay Snoopy Stewart
no exception,4,106,bfz,hyperbook,1,75,676,2016/06/27 22:52:17 +0000,0,Free,3,0,926,5,https://api.soundcloud.com/users/15594068,hyperbook
no exception,4,107,bfz,tomejorge,14,433,729,2016/02/11 21:21:04 +0000,0,Free,22,0,1433,0,https://api.soundcloud.com/users/3173769,zensearcher
no exception,4,108,bfz,juanchi-issou,50,141,1198,2015/11/01 23:47:26 +0000,0,Free,0,0,111,0,https://api.soundcloud.com/users/37427783,Juan Cruz Issouribehere
no exception,4,109,bfz,pierrebonho,271,168,1117,2016/05/21 15:01:35 +0000,0,Free,6,0,787,0,https://api.soundcloud.com/users/244506,pierrebonho
no exception,4,110,bfz,emaia3,0,12,94,2016/09/01 06:04:05 +0000,0,Free,3,0,0,0,https://api.soundcloud.com/users/91388565,emaia3
no exception,4,111,bfz,renata-fractus,14,267,787,2016/11/14 17:08:35 +0000,0,Free,12,0,47,141,https://api.soundcloud.com/users/41807245,Renata Fractus
no exception,4,112,bfz,kumiko-shinomiya-1,12,16,49,2014/03/13 14:39:36 +0000,0,Free,0,0,0,23,https://api.soundcloud.com/users/20188828,K・S
no exception,4,113,bfz,kwakumusic,144,334,1342,2016/10/05 00:27:50 +0000,0,Free,0,0,2,3,https://api.soundcloud.com/users/20319337,Kwaku.
no exception,4,114,bfz,degrap,5,30,140,2016/04/18 09:40:39 +0000,0,Free,4,0,34,0,https://api.soundcloud.com/users/2089767,degrap
no exception,4,115,bfz,eszespeter,1,25,97,2016/10/14 10:57:31 +0000,0,Free,10,0,9,3,https://api.soundcloud.com/users/3334070,eszespeter
no exception,4,116,bfz,guillaume-heine,1,91,453,2016/05/10 19:00:10 +0000,0,Free,0,0,1,0,https://api.soundcloud.com/users/12124421,Guillaume Heine
no exception,4,117,bfz,msand70,0,0,1,2012/04/21 07:06:10 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/15601112,msand70
no exception,4,118,bfz,gamai,3,23,35,2015/04/27 18:03:28 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/16599536,Gamaí J.
no exception,4,119,bfz,iwanharlan,1,40,84,2016/12/18 13:50:17 +0000,0,Free,5,0,6,36,https://api.soundcloud.com/users/25059552,iwan harlan
no exception,4,120,bfz,tminttomi,0,4,15,2014/12/30 17:11:27 +0000,0,Free,11,0,0,0,https://api.soundcloud.com/users/33152375,tminttomi
no exception,4,121,bfz,hloe_ooney,0,32,72,2016/08/31 07:06:12 +0000,0,Free,0,0,1,0,https://api.soundcloud.com/users/80136507,Xxx
no exception,4,122,bfz,karl-9planetes,95,500,2001,2016/08/02 05:58:57 +0000,0,Free,7,0,0,12,https://api.soundcloud.com/users/106527273,Karl 9planetes *** ***
no exception,4,123,bfz,mymelodi,0,1,1,2014/11/21 10:41:01 +0000,0,Free,2,0,0,7,https://api.soundcloud.com/users/119338924,mymelodi
no exception,4,124,bfz,chioma-ebinama,0,24,45,2015/09/25 00:57:04 +0000,0,Free,1,0,10,1,https://api.soundcloud.com/users/12407075,Chioma Ebinama
no exception,4,125,bfz,mightysparkdesign,20,7,65,2016/06/10 15:12:56 +0000,0,Free,7,0,69,0,https://api.soundcloud.com/users/16558394,Mighty Spark Design
no exception,4,126,bfz,weasylo,0,16,79,2015/10/28 21:48:11 +0000,0,Free,0,0,4,0,https://api.soundcloud.com/users/17951586,weasylo
no exception,4,127,bfz,aaron-s-hill,7,54,304,2015/09/25 05:05:12 +0000,0,Free,2,0,2,12,https://api.soundcloud.com/users/30231428,Aaron S. Hill
no exception,4,128,bfz,erika-salcido,0,7,16,2014/03/08 21:54:09 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/32174706,Erika Salcido
no exception,4,129,bfz,t-ndi-farkas,0,1,52,2013/12/19 09:09:26 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/39267355,Tündi Farkas
no exception,4,130,bfz,sameh-esmat,0,17,40,2015/10/27 11:00:25 +0000,0,Free,1,0,0,0,https://api.soundcloud.com/users/51731731,Sameh Esmat
no exception,4,131,bfz,brah-m-gabriella,1,13,49,2016/02/19 21:53:35 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/54736551,Ábrahám Gabriella
no exception,4,132,bfz,victoria-wu-mengqian,2,4,5,2014/01/15 20:51:49 +0000,0,Free,2,0,1,0,https://api.soundcloud.com/users/75344901,Victoria WU Mengqian
no exception,4,133,bfz,drew-foos,8,8,15,2014/05/26 19:29:33 +0000,0,Free,0,0,0,6,https://api.soundcloud.com/users/89421725,Drew Foos
no exception,4,134,bfz,jbaclarinet,44,38,13,2012/11/28 10:51:03 +0000,0,Free,0,0,1,5,https://api.soundcloud.com/users/8948308,Blake Arrington
no exception,4,135,bfz,d-m-ridovics,0,23,126,2015/09/30 00:04:47 +0000,0,Free,1,0,2,0,https://api.soundcloud.com/users/16318817,Ádám Ridovics
no exception,4,136,bfz,jacopo-parisato,0,50,33,2015/10/15 20:14:58 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/25591028,JakobKorg
no exception,4,137,bfz,cansukurban,0,15,43,2016/12/16 17:02:25 +0000,0,Free,0,0,1,0,https://api.soundcloud.com/users/30177764,cansukurban
no exception,4,138,bfz,miomg,0,5,14,2015/08/31 02:39:20 +0000,0,Free,18,0,182,0,https://api.soundcloud.com/users/35590004,miomg
no exception,4,139,bfz,aadorr,0,17,15,2015/07/23 14:03:31 +0000,0,Free,0,0,1,0,https://api.soundcloud.com/users/43232471,aadorr
no exception,4,140,bfz,eranio-1,4,34,284,2016/03/21 09:39:42 +0000,0,Free,1,0,128,0,https://api.soundcloud.com/users/56124603,Eranio
no exception,4,141,bfz,doppioslash,0,2,25,2015/09/15 19:29:32 +0000,0,Free,2,0,1,0,https://api.soundcloud.com/users/68510090,doppioslash
no exception,4,142,bfz,j-nosin-t-r-k-t-nde,0,0,61,2014/01/04 13:02:15 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/73269521,Jánosiné Török Tünde
no exception,4,143,bfz,alexandria-porter,0,6,8,2015/09/26 14:23:48 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/136280438,Alexandria Porter
no exception,4,144,bfz,osolle,1,29,131,2016/05/03 19:03:10 +0000,0,Free,0,0,63,0,https://api.soundcloud.com/users/3608101,O'Solle
no exception,4,145,bfz,piru-gutierrez,0,3,5,2012/09/30 03:46:38 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/25171276,Piru Gutierrez
no exception,4,146,bfz,theleapshop,1,28,159,2015/10/12 15:04:05 +0000,0,Free,0,0,0,6,https://api.soundcloud.com/users/32159639,The Leap Shop
no exception,4,147,bfz,balazs-janosi,0,12,58,2016/05/08 08:32:40 +0000,0,Free,1,0,0,0,https://api.soundcloud.com/users/37276725,Balazs Janosi
no exception,4,148,bfz,zolt-n-balla-farkas,10,6,47,2016/12/05 20:12:09 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/55291168,Zoltán Balla-Farkas
no exception,4,149,bfz,attila-v-mos-1,0,0,1,2015/08/17 12:53:07 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/71195218,vamosatti
no exception,4,150,bfz,michael-z-thureck,0,9,18,2014/11/05 15:11:32 +0000,0,Free,1,0,0,0,https://api.soundcloud.com/users/76326168,Michael Záthurecký
no exception,4,151,bfz,giuseppe-silvi,41,146,228,2016/04/16 07:48:08 +0000,0,Free,6,0,22,23,https://api.soundcloud.com/users/2387303,Giuseppe Silvi
no exception,4,152,bfz,mcs-music,31,57,29,2016/08/16 14:02:59 +0000,0,Free,7,0,0,76,https://api.soundcloud.com/users/8842901,MCS music — Mastering
no exception,4,153,bfz,masudo,145,247,643,2016/10/21 14:49:59 +0000,0,Free,36,0,49,8,https://api.soundcloud.com/users/29294421,masudo records
no exception,4,154,bfz,nemcsakrizsa,0,69,4,2016/11/08 10:46:40 +0000,0,Pro Unlimited,307,0,0,1047,https://api.soundcloud.com/users/34276822,gbtimes_Hungary
no exception,4,155,bfz,misses-swindler,691,520,1670,2015/03/03 18:59:17 +0000,0,Free,10,0,3141,0,https://api.soundcloud.com/users/25182822,Swindl3s
no exception,4,156,bfz,am_ro,29,84,214,2016/10/15 17:22:47 +0000,0,Free,3,0,59,11,https://api.soundcloud.com/users/13435717,Amr
no exception,4,157,bfz,rekaibolya,0,152,658,2015/08/19 11:48:50 +0000,0,Free,0,0,596,1,https://api.soundcloud.com/users/6566930,rekaibolya
no exception,4,158,bfz,themusicoftihomirpetkov,373,3308,1990,2016/12/16 01:54:44 +0000,0,Free,2,0,315,107,https://api.soundcloud.com/users/12222549,Tihomir Petkov Music
no exception,4,159,bfz,user766640152,2,17,256,2014/10/25 12:43:11 +0000,0,Free,0,0,13,0,https://api.soundcloud.com/users/65814949,user766640152
no exception,4,160,bfz,incertea,0,174,387,2016/09/08 17:47:01 +0000,0,Free,7,0,0,76,https://api.soundcloud.com/users/323394,Valerio Incerto
no exception,4,161,bfz,hiroshiichimura,0,4,10,2012/12/22 00:22:17 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/7194300,Hiroshi Ichimura
no exception,4,162,bfz,roger-relix,46,160,300,2015/08/28 07:27:42 +0000,0,Free,0,0,188,0,https://api.soundcloud.com/users/9294047,Roger Vásquez M
no exception,4,163,bfz,ajakowski,3,14,36,2016/10/25 17:42:35 +0000,0,Free,8,0,1,0,https://api.soundcloud.com/users/9301843,ajakowski
no exception,4,164,bfz,gyula-lajho,0,24,18,2016/11/01 15:44:59 +0000,0,Free,0,0,0,6,https://api.soundcloud.com/users/12044191,Gyula Lajho
no exception,4,165,bfz,astaraza,0,6,17,2013/11/10 00:57:13 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/14907514,astaraza
no exception,4,166,bfz,imran-bughio,25,26,68,2015/08/18 09:29:03 +0000,0,Free,13,0,84,2,https://api.soundcloud.com/users/25403753,Imran Bughio
no exception,4,167,bfz,johannes-plambeck,0,9,55,2014/10/13 17:14:10 +0000,0,Free,1,0,0,0,https://api.soundcloud.com/users/30058765,Johannes Plambeck
no exception,4,168,bfz,pa-ti-7,0,7,48,2015/02/11 20:23:27 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/45807535,Pa Ti 7
no exception,4,169,bfz,oliver-lewis-16,1,8,41,2015/08/27 08:25:57 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/67710690,olewis75
no exception,4,170,bfz,raquelpisetta,1,25,5,2015/08/23 13:26:45 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/4446306,raquel-p.
no exception,4,171,bfz,d-niel-helecz,9,16,67,2014/09/17 12:48:46 +0000,0,Free,0,0,2,0,https://api.soundcloud.com/users/26572042,dancs
no exception,4,172,bfz,hutiray-borb-la,0,5,7,2014/12/12 07:59:42 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/75506922,Hutiray Borbála
no exception,4,173,bfz,lmos-t-th,0,7,1,2014/08/20 17:55:16 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/109793459,Álmos Tóth
no exception,4,174,bfz,pedro-guimar-es-40,2,2,39,2016/06/10 12:33:22 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/119356809,Pedro Guimarães
no exception,5,1,municipalequation,graham-freer,2,152,1476,2016/07/09 23:04:50 +0000,0,Free,1,0,0,1,https://api.soundcloud.com/users/81956507,Graham Freer
no exception,5,2,municipalequation,user-273168995,0,184,2000,2016/12/01 14:19:35 +0000,0,Free,0,0,1,0,https://api.soundcloud.com/users/271938131,Michelle Gordon
no exception,5,3,municipalequation,user-182956041,0,511,1088,2016/12/03 04:14:00 +0000,0,Pro Unlimited,0,0,9,57,https://api.soundcloud.com/users/213721109,"Mom, I'm Sorry"
no exception,5,4,municipalequation,user-423575869,0,52,363,2016/09/16 11:37:00 +0000,0,Pro Unlimited,0,0,0,11,https://api.soundcloud.com/users/227376843,A Black Guy and A White Guy Walked Into the Studio
no exception,5,5,municipalequation,samvburns,0,440,1507,2016/05/26 10:40:53 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/196899020,samvburns
no exception,5,6,municipalequation,ashlynbarrera,0,430,1995,2016/06/08 02:53:39 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/232373899,Ashlyn Barrera
no exception,5,7,municipalequation,bmaliha,21,20,734,2016/08/03 14:17:47 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/110802884,bmaliha
no exception,5,8,municipalequation,pepper-in-the-salt-shaker,113,433,1226,2016/12/22 01:48:19 +0000,0,Pro Unlimited,2,0,449,13,https://api.soundcloud.com/users/260192927,Pepper in the Salt Shaker
no exception,5,9,municipalequation,the-mockers-podcast,8,459,1029,2016/06/18 23:40:15 +0000,0,Pro Unlimited,0,0,684,31,https://api.soundcloud.com/users/215279498,The Mockers Podcast
no exception,5,10,municipalequation,press-x-to-jump-podcast,17,719,1326,2016/12/12 07:44:30 +0000,0,Pro Unlimited,0,0,4,78,https://api.soundcloud.com/users/175304656,Press X To Jump Podcast
no exception,5,11,municipalequation,em_es_doubleu-705961498,0,788,1899,2016/03/24 14:42:44 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/189348281,em_es_doubleu
no exception,5,12,municipalequation,user-785278230,0,164,2002,2016/12/01 14:19:16 +0000,0,Free,0,0,1,0,https://api.soundcloud.com/users/271924031,Mary Demaria
no exception,5,13,municipalequation,jamalfox99,0,350,1706,2016/06/06 13:07:33 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/227511935,Jamal Fox99
no exception,5,14,municipalequation,cassidybrookeee,0,584,1836,2016/05/15 06:54:32 +0000,0,Free,0,0,0,2,https://api.soundcloud.com/users/211373851,CassidyBrookeee
no exception,5,15,municipalequation,remarkable-objects,0,36,10,2016/12/12 16:15:02 +0000,0,Pro,0,0,0,7,https://api.soundcloud.com/users/217801143,Remarkable Objects
no exception,5,16,municipalequation,m-h-661891519,35,473,1577,2016/12/11 12:10:48 +0000,0,Free,1,0,0,35,https://api.soundcloud.com/users/205235349,M&H
no exception,5,17,municipalequation,gandalf1012886,0,542,1886,2016/05/27 02:58:49 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/212839848,gandalf_1012886
no exception,5,18,municipalequation,imlilwoobitch,0,412,1896,2016/06/09 06:22:30 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/232624894,Im_lilwoo_bitch
no exception,5,19,municipalequation,paigeelizabeth168,0,934,1995,2016/05/16 16:18:24 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/180107490,paigeelizabeth168
no exception,5,20,municipalequation,garwar2010,0,490,1900,2016/05/30 08:53:05 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/212828234,shariwhit3
no exception,5,21,municipalequation,cordellgibson7,0,241,1618,2016/05/18 22:15:08 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/227505163,Cordell Gibson7
no exception,5,22,municipalequation,govlove,0,86,4,2016/11/30 19:16:06 +0000,0,Pro Unlimited,0,0,0,98,https://api.soundcloud.com/users/116855785,GovLove
no exception,5,23,municipalequation,therussellmclainshow,0,49,107,2016/10/01 22:27:35 +0000,0,Free,0,0,10,6,https://api.soundcloud.com/users/238431997,The Russell McLain Show
no exception,5,24,municipalequation,coledowdalll,0,394,1833,2016/04/18 08:56:23 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/213213114,dawn_f1sher
no exception,5,25,municipalequation,shannonbananna,0,512,891,2016/01/27 15:59:41 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/196898904,Shannonbananna
no exception,5,26,municipalequation,steven-whittekiend,0,2,4,2016/12/21 18:53:48 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/16980477,Steven Whittekiend
no exception,5,27,municipalequation,scott-mooneyham,0,1,2,2014/09/25 00:54:15 +0000,0,Free,0,0,1,0,https://api.soundcloud.com/users/87026606,Scott Mooneyham
no exception,5,28,municipalequation,sean-quincey,0,2,88,2014/04/05 17:34:01 +0000,0,Free,1,0,0,1,https://api.soundcloud.com/users/88004930,sean quincey
no exception,5,29,municipalequation,contrail-sound,1,9,4,2016/03/11 02:43:05 +0000,0,Free,0,0,0,11,https://api.soundcloud.com/users/159554787,Contrail Sound
no exception,5,30,municipalequation,carin-zrioka-faulkner,0,0,2,2016/06/21 19:46:44 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/235216600,Carin Zrioka Faulkner
no exception,5,31,municipalequation,user-250923305,0,0,1,2016/06/22 20:27:09 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/235451463,Jennifer M
no exception,5,32,municipalequation,user-387648594,0,0,5,2016/08/15 15:30:16 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/238749053,JBBlues
no exception,5,33,municipalequation,carol-r-61289259,0,0,1,2016/09/01 02:54:40 +0000,0,Free,1,0,1,0,https://api.soundcloud.com/users/251337986,Carol R
no exception,5,34,municipalequation,gordon-smith-732353602,0,1,1,2016/09/07 12:24:09 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/252861899,Gordon Smith
no exception,5,35,municipalequation,user-455756166,0,1,1,2016/12/12 14:48:08 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/274685508,User 455756166
no exception,5,36,municipalequation,robert-jarvis-52034346,0,5,2,2016/11/29 17:55:32 +0000,0,Free,0,0,1,0,https://api.soundcloud.com/users/209718299,Robert Jarvis
no exception,5,37,municipalequation,user-581143129,0,1,1,2016/06/21 20:02:06 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/235219425,User 581143129
no exception,5,38,municipalequation,user-652971871,0,0,1,2016/06/22 13:12:28 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/235377613,User 652971871
no exception,5,39,municipalequation,michael-c-peoples,0,1,1,2016/06/25 15:02:35 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/236020703,Michael C. Peoples
no exception,5,40,municipalequation,anthony-dellomo,14,16,39,2016/12/13 03:21:44 +0000,0,Free,5,0,19,36,https://api.soundcloud.com/users/237349040,Anthony DeL'lomo
no exception,5,41,municipalequation,user-594746995,0,4,30,2016/08/02 16:30:29 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/244763729,metanoia
no exception,5,42,municipalequation,user-539190529,0,0,1,2016/10/07 03:21:06 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/259707265,Mayor B
no exception,5,43,municipalequation,user-742766404,0,2,0,2016/11/14 23:02:23 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/268346589,NewTerrain
no exception,5,44,municipalequation,user-484348193,0,0,1,2016/12/09 18:17:11 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/273966677,Kat
no exception,5,45,municipalequation,user-444036610,0,1,1,2016/12/09 20:54:19 +0000,0,Free,0,0,0,0,https://api.soundcloud.com/users/274015938,User 444036610
